"","id","use","flag","text"
"14173","C2344","Campgrounds","Maybe","
							 
						"
"14174","C2344","Food Gathering","Yes","
							 
						"
"14175","C2344","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"14176","C2344","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"14177","C2344","Motor Boat Use, Commercial","Yes","
							 
						"
"14178","C2344","Motor Boat Use, Private","Yes","
							 
						"
"14179","C2344","Mountain Bike Use","Yes","Existing use on trails permitted."
"14180","C2344","Non-motorized Recreation Travel","Yes","
							 
						"
"14181","C2344","Rock Climbing","Maybe","
							 
						"
"14182","C2344","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"14183","C2344","Snowmobiling, On Trails","Yes","
							 
						"
"14184","C2344","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"14185","C2344","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"14186","C2344","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g., hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"14187","C195","Aggregate Extraction","No","
							 
						"
"14188","C195","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14189","C195","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14190","C195","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"14191","C195","Bear Hunting by Non-residents (guided), New","No","New operations not permitted."
"14192","C195","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14193","C195","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14194","C195","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"14195","C195","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"14196","C195","Commercial Hydro Development","No","
							 
						"
"14197","C195","Commercial Power Generation Development","No","
							 
						"
"14198","C195","Commercial Timber Harvest","No","
							 
						"
"14199","C195","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"14200","C195","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"14201","C195","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"14202","C195","Energy Transmission and Communications Corridors, New","No","
							 
						"
"14203","C195","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"14204","C195","Food Harvest (Commercial), New","Maybe","
							 
						"
"14205","C195","Mineral Exploration and Development","No","
							 
						"
"14206","C195","Peat Extraction","No","
							 
						"
"14207","C195","Wild Rice Harvesting, Existing","Yes","
							 
						"
"14208","C195","Wild Rice Harvesting, New","Maybe","
							 
						"
"14209","C195","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"14210","C195","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"14211","C195","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"14212","C195","Fish Habitat Management","Maybe","
							 
						"
"14213","C195","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"14214","C195","Insect/disease Suppression","Maybe","
							 
						"
"14215","C195","Inventory/Monitoring","Yes","
							 
						"
"14216","C195","Prescribed Burning","Maybe","
							 
						"
"14217","C195","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"14218","C195","Private Recreation Camp, New","No","
							 
						"
"14219","C195","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"14220","C195","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"14221","C195","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"14222","C195","Wildlife Population Management","Maybe","
							 
						"
"14223","C195","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"14224","C195","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"14225","C195","Campgrounds","Maybe","
							 
						"
"14226","C195","Food Gathering","Yes","
							 
						"
"14227","C195","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"14228","C195","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"14229","C195","Motor Boat Use, Commercial","Yes","
							 
						"
"14230","C195","Motor Boat Use, Private","Yes","
							 
						"
"14231","C195","Mountain Bike Use","Yes","Existing use on trails permitted."
"14232","C195","Non-motorized Recreation Travel","Yes","
							 
						"
"14233","C195","Rock Climbing","Maybe","
							 
						"
"14234","C195","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"14235","C195","Snowmobiling, On Trails","Yes","
							 
						"
"14236","C195","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"14237","C195","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"14238","C195","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g. hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"14239","C2590","Aggregate Extraction","No","
							 
						"
"14240","C2590","Bait Fishing, Existing","Yes","The site is located within an active baitfishing block, although there is no baitfishing capability within the site."
"14241","C2590","Bait Fishing, New","Yes","The site is located within an active baitfishing block, although there is no baitfishing capability within the site."
"14242","C2590","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"14243","C2590","Bear Hunting by Non-residents (guided), New","No","New operations are not permitted."
"14244","C2590","Commercial Fishing, Existing","No","No capability within the site."
"14245","C2590","Commercial Fishing, New","No","No capability within the site."
"14246","C2590","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"14247","C2590","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"14248","C2590","Commercial Hydro Development","No","
							 
						"
"14249","C2590","Commercial Power Generation Development","No","
							 
						"
"14250","C2590","Commercial Timber Harvest","No","
							 
						"
"14251","C2590","Commercial Tourism (Services and/or Facilities), Existing","No","No tourism facilities exist within the site."
"14252","C2590","Commercial Tourism (Services and/or Facilities), New","No","New tourism facilities will not be permitted."
"14253","C2590","Energy Transmission and Communications Corridors, Existing","No","None on site.  These facilities should avoid conservation reserve lands wherever possible."
"14254","C2590","Energy Transmission and Communications Corridors, New","No","None on site.  These facilities should avoid conservation reserve lands wherever possible."
"14255","C2590","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"14256","C2590","Food Harvest (Commercial), New","Maybe","
							 
						"
"14257","C2590","Mineral Exploration and Development","No","
							 
						"
"14258","C2590","Peat Extraction","No","
							 
						"
"14259","C2590","Wild Rice Harvesting, Existing","Yes","Capability for this activity on the site is unknown."
"14260","C2590","Wild Rice Harvesting, New","Maybe","Capability for this activity on the site is unknown."
"14261","C2590","Crown Land Disposition, Commercial or Public Use","No","No commercial land or development currently exists in the area; no future disposition or development will be permitted."
"14262","C2590","Crown Land Disposition, Private Use","No","No commercial land or development currently exists in the area; no future disposition or development will be permitted."
"14263","C2590","Fire Suppression","Yes","As the conservation reserve is surrounded by high value timber, it will remain in the intensive fire management zone. All fire occurrences will be aggressively suppressed."
"14264","C2590","Fish Habitat Management","No","No fisheries resources exist on the site."
"14265","C2590","Fish Stocking, Native Species","No","No fisheries habitat exists on the site."
"14266","C2590","Insect/disease Suppression","Maybe","The Conservation Reserves Policy does not include explicit guidelines on insect or disease suppression, but does note that 'Control of insects and diseases may need to be addressed separately for each Conservation Reserveà'"
"14267","C2590","Inventory/Monitoring","Yes","
							 
						"
"14268","C2590","Prescribed Burning","Maybe","The use of fire for management purposes must be approved through a Statement of Conservation Interest or Resource Management Plan."
"14269","C2590","Private Recreation Camp, Existing","No","No private recreation camps currently exist in the area."
"14270","C2590","Private Recreation Camp, New","No","
							 
						"
"14271","C2590","Road Development and Maintenance, Existing","No","There are no access roads within the site. No new roads are permitted."
"14272","C2590","Road Development and Maintenance, New","No","There are no access roads within the site. No new roads are permitted."
"14273","C2590","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"14274","C2590","Wildlife Population Management","Maybe","
							 
						"
"14275","C2590","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"14276","C2590","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted, except for direct retrieval of game."
"14277","C2590","Campgrounds","No","
							 
						"
"14278","C2590","Food Gathering","Yes","
							 
						"
"14279","C2590","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"14280","C2590","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"14281","C2590","Motor Boat Use, Commercial","Yes","Willow Lake is adjacent to the site."
"14282","C2590","Motor Boat Use, Private","Yes","Willow Lake is adjacent to the site."
"14283","C2590","Mountain Bike Use","Yes","Existing use on trails permitted."
"14284","C2590","Non-motorized Recreation Travel","Yes","
							 
						"
"14285","C2590","Rock Climbing","Maybe","
							 
						"
"14286","C2590","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"14287","C2590","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"14288","C2590","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"14289","C2590","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"14290","C2590","Trail Development, New","Maybe","No new trails are permitted."
"14291","C202","Aggregate Extraction","No","
							 
						"
"14292","C202","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14293","C202","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14294","C202","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"14295","C202","Bear Hunting by Non-residents (guided), New","No","New operations not permitted."
"14296","C202","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14297","C202","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14298","C202","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"14299","C202","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"14300","C202","Commercial Hydro Development","No","
							 
						"
"14301","C202","Commercial Power Generation Development","No","
							 
						"
"14302","C202","Commercial Timber Harvest","No","
							 
						"
"14303","C202","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"14304","C202","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"14305","C202","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"14306","C202","Energy Transmission and Communications Corridors, New","No","
							 
						"
"14307","C202","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"14308","C202","Food Harvest (Commercial), New","Maybe","
							 
						"
"14309","C202","Mineral Exploration and Development","No","
							 
						"
"14310","C202","Peat Extraction","No","
							 
						"
"14311","C202","Wild Rice Harvesting, Existing","Yes","
							 
						"
"14312","C202","Wild Rice Harvesting, New","Maybe","
							 
						"
"14313","C202","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"14314","C202","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g. reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in th"
"14315","C202","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"14316","C202","Fish Habitat Management","Maybe","
							 
						"
"14317","C202","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"14318","C202","Insect/disease Suppression","Maybe","
							 
						"
"14319","C202","Inventory/Monitoring","Yes","
							 
						"
"14320","C202","Prescribed Burning","Maybe","
							 
						"
"14321","C202","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"14322","C202","Private Recreation Camp, New","No","
							 
						"
"14323","C202","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"14324","C202","Road Development and Maintenance, New","Maybe","New roads for resource extraction will not be permitted, with the exception of necessary access to existing forest reserves for mineral exploration and development."
"14325","C202","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"14326","C202","Wildlife Population Management","Maybe","
							 
						"
"14327","C202","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"14328","C202","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"14329","C202","Campgrounds","Maybe","
							 
						"
"14330","C202","Food Gathering","Yes","
							 
						"
"14331","C202","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"14332","C202","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"14333","C202","Motor Boat Use, Commercial","Yes","
							 
						"
"14334","C202","Motor Boat Use, Private","Yes","
							 
						"
"14335","C202","Mountain Bike Use","Yes","Existing use on trails permitted."
"14336","C202","Non-motorized Recreation Travel","Yes","
							 
						"
"14337","C202","Rock Climbing","Maybe","
							 
						"
"14338","C202","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"14339","C202","Snowmobiling, On Trails","Yes","
							 
						"
"14340","C202","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"14341","C202","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"14342","C202","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g. hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"14343","C371","Aggregate Extraction","No","Prohibited under Conservation Reserves Policy."
"14344","C371","Bait Fishing, Existing","Yes","Present activity permitted to continue, unless there are significant demonstrated conflicts."
"14345","C371","Bait Fishing, New","Maybe","New operations can be considered, subject to the Test of Compatibility and other applicable MNR policies and procedures."
"14346","C371","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue. Transfer of a BMA may be permitted where the current operator sells their business to another operator and the transfer is approved."
"14347","C371","Bear Hunting by Non-residents (guided), New","No","New operations not permitted in accordance with Conservation Reserves Policy."
"14348","C371","Commercial Fishing, Existing","Yes","Activity does not presently occur within the site."
"14349","C371","Commercial Fishing, New","Maybe","Although site does not likely present an opportunity, new operations can be considered, subject to the Test of Compatibility and other applicable MNR policies and procedures."
"14350","C371","Commercial Fur Harvesting, Existing","Yes","Existing authorized activity permitted to continue, unless there are significant demonstrated conflicts.  Transfer of a registered trapline area may be permitted following established allocation procedures. No trap cabins exist within this site."
"14351","C371","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted in accordance with Conservation Reserves Policy."
"14352","C371","Commercial Hydro Development","No","Prohibited under Conservation Reserves Policy"
"14353","C371","Commercial Power Generation Development","No","Prohibited under Conservation Reserves Policy"
"14354","C371","Commercial Timber Harvest","No","Total area contained within this conservation reserve has been withdrawn from the Northshore Sustainable Forest License area and no commercial timber harvesting will be permitted."
"14355","C371","Commercial Tourism (Services and/or Facilities), Existing","Yes","No tourism facilities or services exist within this site."
"14356","C371","Commercial Tourism (Services and/or Facilities), New","Maybe","A Test of Compatibility illustrated that this conservation reserve, and the values being protected, may be jeopardized by the construction of any establishment; therefore, new facilities will not be permitted. New tourism services may be permitted subject to the Test of Compatibility and other applicable MNR policies and procedures."
"14357","C371","Energy Transmission and Communications Corridors, Existing","Yes","No corridor facilities exist within this conservation reserve."
"14358","C371","Energy Transmission and Communications Corridors, New","No","New facilities should avoid conservation reserve lands wherever possible, in accordance with Conservation Reserves Policy."
"14359","C371","Food Harvest (Commercial), Existing","Maybe","No commercial food harvesting ventures occur within this site.  "
"14360","C371","Food Harvest (Commercial), New","Maybe","New ventures require permits from the MNR and will be subject to the Test of Compatibility and other applicable MNR policies and procedures."
"14361","C371","Mineral Exploration and Development","No","Mining and surface rights have been withdrawn from staking under the Mining Act.  Mineral exploration is prohibited."
"14362","C371","Peat Extraction","No","Prohibited under Conservation Reserves Policy."
"14363","C371","Wild Rice Harvesting, Existing","Yes","No existing harvesting ventures occur within this conservation reserve."
"14364","C371","Wild Rice Harvesting, New","Maybe","No known opportunity exists within this site."
"14365","C371","Crown Land Disposition, Commercial or Public Use","Maybe","No land use permits (LUPs) or leases have been issued for commercial use within this site.  New tenure may be issued for approved public uses (but not for private recreation camps), in accordance with Conservation Reserves Policy, subject to the Test of Compatibility and other applicable MNR policies and procedures.  Sale of lands is not permitted, except for minor dispositions in support of existing uses (i.e., reconstruction of a septic system)."
"14366","C371","Crown Land Disposition, Private Use","Maybe","No land use permits (LUPs) or leases have been issued for private within this site. Sale of lands is not permitted, except for minor dispositions in support of existing uses (i.e., reconstruction of a septic system)."
"14367","C371","Fire Suppression","Yes","Forest fire protection and fire suppression activities will be carried out similar to adjacent Crown lands. Whenever feasible in this conservation reserve, the MNR fire program will endeavour to use ""light on the land"" techniques, which do not unduly disturb the landscape."
"14368","C371","Fish Habitat Management","Maybe","New fisheries management activities may be considered but will require the approval of a separate fish management plan, and will be subject to the Test of Compatibility and other applicable MNR policies and procedures.  The plan must be referenced in the Statement of Conservation Interest."
"14369","C371","Fish Stocking, Native Species","Maybe","Conservation Reserves Policy indicates that Featured Species Management may be permitted. Please refer to Fish Habitat Management section above for more details."
"14370","C371","Insect/disease Suppression","Maybe","This conservation reserve will be maintained in as natural a state as possible.  Control measures should only be considered if the identified values of the site are significantly threatened."
"14371","C371","Inventory/Monitoring","Maybe","Proposals will be subject to the Test of Compatibility and other applicable MNR policies and procedures.  Refer to Research section below for more detail."
"14372","C371","Prescribed Burning","Maybe","Opportunities for prescribed burning to achieve ecological or resource management objectives may be considered.  These objectives will be developed with public consultation and in accordance with applicable MNR policies and procedures."
"14373","C371","Private Recreation Camp, Existing","Yes","There are no existing private recreation camps within this site. "
"14374","C371","Private Recreation Camp, New","No","
							 
						"
"14375","C371","Road Development and Maintenance, Existing","Yes","There are no existing resource access roads in this site."
"14376","C371","Road Development and Maintenance, New","No","New resource access roads will not be permitted."
"14377","C371","Vegetation Management","Maybe","Vegetation management can be considered, subject to the Test of Compatibility and other applicable MNR policies and procedures, and will require the approval of a separate vegetation management plan, which must then be referenced in the Statement of Conservation Interest."
"14378","C371","Wildlife Population Management","Maybe","New wildlife management activities may be considered, subject to the Test of Compatibility and other applicable MNR policies and procedures, and will require the approval of a separate wildlife management plan, which must then be referenced in the Statement of Conservation Interest."
"14379","C371","All Terrain Vehicle Use, Off Trails","No","Off-trail use of ATVs is not permitted except for direct retrieval of big game by hunters."
"14380","C371","All Terrain Vehicle Use, On Trails","Yes","There have been no authorized ATV trails identified within this site."
"14381","C371","Campgrounds","Maybe","There are no maintained campsites or campgrounds within this site.  Crown land camping policies apply, unless significant adverse effects on protected values necessitate further planning and management for this activity."
"14382","C371","Food Gathering","Yes","
							 
						"
"14383","C371","Horseback Riding (trail)","Yes","There have been no horseback riding trails identified within this site."
"14384","C371","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"14385","C371","Motor Boat Use, Commercial","Yes","Existing and new boating activity permitted, unless there are significant demonstrated conflicts on the site's protected values."
"14386","C371","Motor Boat Use, Private","Yes","Existing and new boating activity permitted, unless there are significant demonstrated conflicts on the site's protected values."
"14387","C371","Mountain Bike Use","Yes","There have been no mountain bike trails identified within this site."
"14388","C371","Non-motorized Recreation Travel","Yes","
							 
						"
"14389","C371","Rock Climbing","Maybe","Existing and new uses permitted, provided that values being protected are not jeopardized."
"14390","C371","Snowmobiling, Off Trails","Maybe","Off-trail snowmobile use is not permitted except for the direct retrieval of big game by hunters."
"14391","C371","Snowmobiling, On Trails","Yes","No authorized snowmobile trails have been identified in this site."
"14392","C371","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"14393","C371","Trail Development, Existing","Yes","Existing use of authorized trails can continue unless there are significant demonstrated conflicts with the site's protected values."
"14394","C371","Trail Development, New","Maybe","Any proposed new trails will be subject to the Test of Compatibility and other applicable MNR policies and procedures. Locations of all trail heads and trail routes must be recorded using new technologies (ie. global positioning systems) and be provided to the Sault Ste. Marie District, MNR."
"14395","C2341","Aggregate Extraction","No","
							 
						"
"14396","C2341","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14397","C2341","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14398","C2341","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"14399","C2341","Bear Hunting by Non-residents (guided), New","No","New operations not permitted."
"14400","C2341","Commercial Fishing, Existing","No","No capability within the site."
"14401","C2341","Commercial Fishing, New","No","No capability within the site."
"14402","C2341","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"14403","C2341","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"14404","C2341","Commercial Hydro Development","No","
							 
						"
"14405","C2341","Commercial Power Generation Development","No","
							 
						"
"14406","C2341","Commercial Timber Harvest","No","
							 
						"
"14407","C2341","Commercial Tourism (Services and/or Facilities), Existing","No","No tourism facilities exist within the site."
"14408","C2341","Commercial Tourism (Services and/or Facilities), New","No","New tourism facilities will not be permitted."
"14409","C2341","Energy Transmission and Communications Corridors, Existing","No","None on site."
"14410","C2341","Energy Transmission and Communications Corridors, New","No","
							 
						"
"14411","C2341","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"14412","C2341","Food Harvest (Commercial), New","Maybe","
							 
						"
"14413","C2341","Mineral Exploration and Development","No","
							 
						"
"14414","C2341","Peat Extraction","No","
							 
						"
"14415","C2341","Wild Rice Harvesting, Existing","Yes","No known capability on the site."
"14416","C2341","Wild Rice Harvesting, New","Maybe","No known capability on the site."
"14417","C2341","Crown Land Disposition, Commercial or Public Use","No","Sale of lands is not permitted. No private land or development currently exists in the area; no future disposition or development will be permitted."
"14418","C2341","Crown Land Disposition, Private Use","No","Sale of lands is not permitted. No private land or development currently exists in the area; no future disposition or development will be permitted."
"14419","C2341","Fire Suppression","Yes","
							 
						"
"14420","C2341","Fish Habitat Management","Maybe","
							 
						"
"14421","C2341","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"14422","C2341","Insect/disease Suppression","Maybe","
							 
						"
"14423","C2341","Inventory/Monitoring","Yes","
							 
						"
"14424","C2341","Prescribed Burning","Maybe","Subject to the development of a more detailed resource management plan."
"14425","C2341","Private Recreation Camp, Existing","No","No private recreation camps currently exist in the area."
"14426","C2341","Private Recreation Camp, New","No","
							 
						"
"14427","C2341","Road Development and Maintenance, Existing","No","No roads exist in this site."
"14428","C2341","Road Development and Maintenance, New","No","New roads for resource extraction will not be permitted."
"14429","C2341","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process"
"14430","C2341","Wildlife Population Management","Maybe","
							 
						"
"14431","C2341","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"14432","C2341","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"14433","C2341","Campgrounds","No","
							 
						"
"14434","C2341","Food Gathering","Yes","
							 
						"
"14435","C2341","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"14436","C2341","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"14437","C2341","Motor Boat Use, Commercial","No","No boating opportunities exist in the site."
"14438","C2341","Motor Boat Use, Private","No","No boating opportunities exist in the site."
"14439","C2341","Mountain Bike Use","Yes","Existing use on trails permitted."
"14440","C2341","Non-motorized Recreation Travel","Yes","
							 
						"
"14441","C2341","Rock Climbing","Maybe","No known capability on the site"
"14442","C2341","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"14443","C2341","Snowmobiling, On Trails","Yes","
							 
						"
"14444","C2341","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"14445","C2341","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"14446","C2341","Trail Development, New","Maybe","New trails can be considered through planning."
"14447","C1527","Aggregate Extraction","No","
							 
						"
